loan_amnt,term,int_rate,installment,annual_inc,delinq_2yrs,grade_A,grade_B,grade_C,grade_D,grade_E,grade_F,grade_G,home_ownership_ANY,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,open_acc,loan_status
17000.0,60,16.99,422.41,40600.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,0
18000.0,36,11.99,597.78,115000.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.0,0
4025.0,36,11.53,132.79,40000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0,0
20000.0,60,24.5,581.18,65000.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1,14.0,0
15000.0,36,11.53,494.86,80000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,14.0,0
8400.0,36,13.57,285.34,58868.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,12.0,0
8000.0,36,7.62,249.3,106000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.0,0
20000.0,36,9.17,637.58,72000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,12.0,0
9000.0,36,7.26,278.97,40000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.0,0
10000.0,36,9.17,318.79,93736.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,15.0,0
28000.0,36,7.69,873.42,65000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,29.0,0
22500.0,36,6.89,693.61,45000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,10.0,0
25000.0,60,15.59,602.52,67320.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,23.0,0
30000.0,36,17.14,1071.68,95000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,15.0,0
12000.0,60,8.18,244.36,37000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,11.0,0
8500.0,36,14.99,294.62,37440.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.0,0
27000.0,36,8.9,857.34,90000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0,0
24000.0,36,7.89,750.86,100000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,18.0,0
6000.0,36,9.17,191.28,105000.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,13.0,0
25000.0,36,5.32,752.87,129650.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,14.0,0
12000.0,60,9.99,254.91,45000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0,0
6000.0,36,7.51,186.67,38400.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
2000.0,36,15.61,69.93,60000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,22.0,0
20000.0,60,16.2,488.49,125000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,18.0,0
10000.0,36,12.29,333.53,48000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.0,0
20975.0,36,15.99,737.32,58310.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1,14.0,0
4000.0,36,12.69,134.18,37500.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.0,0
13000.0,36,7.49,404.33,148000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,21.0,0
12000.0,36,7.12,371.19,70000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.0,0
2000.0,36,6.62,61.41,40800.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,10.0,0
16400.0,60,17.76,414.32,60000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,6.0,0
4000.0,36,9.99,129.05,36000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.0,0
25600.0,60,23.7,732.01,60000.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,10.0,0
10000.0,36,19.72,370.22,36521.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,0
25000.0,36,12.99,842.23,85000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,17.0,0
28775.0,60,16.49,707.27,60000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,11.0,0
21250.0,60,16.77,525.5,42500.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,7.0,0
30000.0,36,14.99,1039.82,108000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,13.0,0
30000.0,36,9.49,960.85,96000.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.0,0
8500.0,36,8.19,267.11,159000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,12.0,0
15000.0,36,12.12,499.08,36500.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,19.0,0
10100.0,60,20.99,273.19,23000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,4.0,0
16575.0,36,11.53,546.82,225000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.0,0
9100.0,36,6.03,276.97,83000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.0,0
15000.0,36,13.66,510.2,45000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,13.0,0
12000.0,36,18.75,438.36,120000.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,10.0,0
24000.0,36,7.49,746.44,94000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.0,0
15000.0,36,7.49,466.53,80000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0,0
10000.0,36,14.09,342.22,65000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,16.0,0
15000.0,36,9.17,478.19,120000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.0,0
18000.0,60,15.59,433.82,68000.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,20.0,0
10200.0,36,7.9,319.17,65000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,13.0,0
18950.0,60,21.18,514.59,92000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,16.0,0
6000.0,36,9.99,193.58,75000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0,0
9000.0,36,15.61,314.69,65000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,17.0,0
15000.0,36,8.38,472.68,58000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,15.0,0
5000.0,36,15.61,174.83,30000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.0,0
20000.0,60,10.99,434.75,80000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,19.0,0
4200.0,36,21.0,158.24,15000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.0,0
5000.0,36,10.99,163.67,42000.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.0,0
1000.0,36,19.05,36.69,27000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,0
7500.0,36,17.77,270.28,40000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,0
8975.0,36,16.55,317.98,62000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.0,0
15000.0,36,12.29,500.3,78000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.0,0
11200.0,60,14.65,264.4,85000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.0,0
30225.0,36,17.57,1086.2,62000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.0,0
6500.0,36,14.49,223.71,69999.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,11.0,0
5000.0,36,11.99,166.05,20000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,0
25000.0,36,6.49,766.12,72000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,15.0,0
10000.0,60,16.99,248.48,62000.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,16.0,0
20000.0,36,8.18,628.39,84000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.0,0
12000.0,60,12.59,270.53,55000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0,0
6000.0,36,16.29,211.81,82000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,13.0,0
10500.0,36,11.53,346.4,52000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.0,0
32875.0,60,25.8,980.41,145000.0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,17.0,0
3250.0,36,13.98,111.05,28000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,0
22000.0,60,17.27,549.96,50000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,12.0,0
5000.0,36,12.99,168.45,73000.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,0
12000.0,36,12.99,404.27,43193.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.0,0
5000.0,36,12.69,167.73,105000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,18.0,0
30000.0,36,18.25,1088.34,104000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,13.0,0
5950.0,36,14.99,206.23,56004.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0,0
3000.0,36,10.99,98.21,30000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.0,0
8400.0,36,12.39,280.57,80000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.0,0
25000.0,60,19.24,651.82,160000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,12.0,0
20800.0,60,17.57,523.33,104000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,13.0,0
30000.0,60,15.61,723.34,200000.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,9.0,0
8000.0,36,6.62,245.63,65000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,6.0,0
7000.0,36,7.9,219.04,43200.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.0,0
28875.0,60,18.24,737.02,65766.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,12.0,0
12000.0,36,15.61,419.58,30000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.0,0
20000.0,36,9.17,637.58,75000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.0,0
15000.0,60,9.99,318.64,78000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0,0
35000.0,60,19.19,911.59,235000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.0,0
17000.0,36,12.99,572.72,110000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,16.0,0
19500.0,36,20.5,729.67,111000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,5.0,0
9000.0,36,12.69,301.91,30000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,10.0,0
10000.0,36,15.61,349.65,41000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,31.0,0
5375.0,36,11.55,177.38,19000.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,6.0,0
13750.0,36,18.85,502.98,120000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.0,0
35000.0,60,12.99,796.18,137000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,26.0,0
19000.0,60,13.33,435.53,65000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,18.0,0
27325.0,60,23.43,777.08,72000.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,6.0,0
23075.0,60,12.99,524.91,110000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,8.0,0
3500.0,36,10.99,114.57,35380.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,7.0,0
28000.0,60,16.99,695.73,85000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.0,0
25000.0,36,17.77,900.93,72000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.0,0
8000.0,36,13.33,270.83,43000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,6.0,0
7000.0,36,9.17,223.16,62500.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.0,0
24000.0,60,13.99,558.32,110000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,14.0,0
20000.0,36,9.17,637.58,80000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,19.0,0
8000.0,36,14.65,275.96,48000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,7.0,0
10775.0,60,18.99,279.46,31000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,9.0,0
30000.0,60,16.29,734.18,125000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,27.0,0
30000.0,60,22.99,845.55,70000.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,11.0,0
20000.0,60,12.42,449.15,110000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.0,0
16000.0,36,16.29,564.81,70000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,11.0,0
17000.0,36,8.19,534.21,90000.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.0,0
15000.0,60,7.89,303.36,65000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0
22000.0,36,7.62,685.55,165000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,15.0,0
5000.0,36,12.99,168.45,34000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.0,0
6000.0,36,8.19,188.55,137000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.0,0
15000.0,36,9.17,478.19,45000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,13.0,0
12000.0,36,7.62,373.94,39000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,8.0,0
5000.0,36,13.99,170.87,25000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,0
15200.0,36,11.99,504.79,50000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,9.0,0
7000.0,36,18.85,256.07,25000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,0
18000.0,36,21.0,678.16,52000.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.0,0
8400.0,36,13.99,287.06,70000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,10.0,0
7200.0,36,6.89,221.96,80000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,9.0,0
19700.0,36,6.92,607.56,48580.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0
8000.0,60,14.17,186.86,84996.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,9.0,0
15000.0,36,6.62,460.56,228000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,15.0,0
13600.0,60,15.61,327.92,32000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,4.0,0
2225.0,36,18.84,81.38,32000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.0,0
6000.0,36,18.49,218.4,52000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,13.0,0
2000.0,36,9.17,63.76,43000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.0,0
24000.0,36,7.9,750.97,65000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.0,0
8000.0,36,7.89,250.29,50000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,20.0,0
18000.0,60,13.99,418.74,55000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,12.0,0
23000.0,60,10.16,490.5,165700.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.0,0
8000.0,36,9.17,255.04,83433.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.0,0
16725.0,60,17.57,420.81,52000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.0,0
20000.0,36,10.99,654.68,65000.0,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.0,0
12000.0,36,13.11,404.97,74000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,24.0,0
10000.0,36,11.99,332.1,200000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,17.0,0
24000.0,60,17.57,603.85,85000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.0,0
35000.0,36,9.17,1115.77,240000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,12.0,0
14000.0,36,19.99,520.22,78000.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,11.0,0
16200.0,60,18.55,416.24,64500.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,7.0,0
20000.0,60,13.35,458.66,50000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.0,0
15000.0,36,5.32,451.73,64000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,14.0,0
7000.0,36,7.26,216.98,75000.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0
7000.0,36,6.03,213.05,40900.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.0,0
24000.0,36,12.35,801.17,71000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,12.0,0
7125.0,36,12.12,237.07,25000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,7.0,0
10000.0,36,10.15,323.38,68000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,14.0,0
10000.0,36,15.1,347.15,63000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0,0
3000.0,36,9.76,96.47,98000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.0,0
12000.0,60,12.69,271.14,42000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,13.0,0
9600.0,36,10.99,314.25,70000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.0,0
25000.0,36,8.67,791.16,80000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,13.0,0
6000.0,36,14.65,206.97,55000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,6.0,0
15000.0,36,11.99,498.15,75000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,11.0,0
17500.0,60,11.53,385.14,85000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,17.0,0
8000.0,36,19.52,295.36,30000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.0,0
5375.0,36,22.4,206.39,20000.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,8.0,0
8875.0,36,11.99,294.74,40000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.0,0
5375.0,36,20.99,202.48,13500.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,0
20000.0,60,7.89,404.48,140000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.0,0
17000.0,36,7.89,531.86,142000.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,11.0,0
12000.0,36,11.99,398.52,69750.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,5.0,0
9500.0,36,14.98,329.23,55000.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,17.0,0
2875.0,36,16.99,102.49,12000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,6.0,0
27350.0,60,13.18,624.82,145000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,14.0,0
18200.0,60,19.05,472.62,52000.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.0,0
11000.0,36,7.49,342.12,54000.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,15.0,0
18000.0,36,15.88,631.77,124800.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,12.0,0
28325.0,60,17.86,717.12,155000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,10.0,0
16750.0,36,10.62,545.38,96600.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,8.0,0
20500.0,36,14.84,709.04,68000.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.0,0
35000.0,36,14.33,1201.84,90000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,13.0,0
10000.0,60,13.18,228.46,65000.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,7.0,0
6650.0,36,9.99,214.55,24000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,11.0,0
19200.0,60,13.99,446.66,66408.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,9.0,0
8000.0,36,12.29,266.83,60100.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,23.0,0
7500.0,36,8.18,235.65,85000.0,7.0,0,1,0,0,0,0,0,0,1,0,0,0,0,10.0,0
15000.0,36,9.17,478.19,52000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,13.0,0
15000.0,60,13.33,343.84,46000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,5.0,0
17000.0,60,17.57,427.73,48000.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.0,0
10450.0,60,19.99,276.81,52000.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.0,0
1000.0,36,22.95,38.69,84000.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,19.0,0
1600.0,36,11.53,52.79,75000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.0,0
12000.0,36,11.55,396.0,35000.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,15.0,0
20000.0,36,6.62,614.08,104500.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,11.0,0
4400.0,36,12.59,147.39,28000.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,0
8000.0,36,11.55,264.0,55000.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,16.0,0
6000.0,36,12.49,200.7,75000.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,11.0,0
20000.0,60,9.99,424.85,100000.0,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,26.0,0
11000.0,36,7.12,340.26,30000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,8.0,0
